| theta_a_raw | theta_g_raw | theta_a | theta_g | theta_f |
|      -0.199 |      -0.045 |  -0.371 |   0.156 |  -0.214 |
|      -0.196 |      -0.043 |  -0.367 |   0.156 |  -0.212 |
|      -0.203 |      -0.040 |  -0.364 |   0.155 |  -0.209 |
|      -0.204 |      -0.038 |  -0.361 |   0.154 |  -0.206 |
|      -0.201 |      -0.035 |  -0.357 |   0.154 |  -0.203 |
|      -0.181 |      -0.032 |  -0.354 |   0.154 |  -0.200 |
|      -0.179 |      -0.030 |  -0.350 |   0.153 |  -0.197 |
|      -0.181 |      -0.027 |  -0.347 |   0.153 |  -0.194 |
|      -0.175 |      -0.025 |  -0.344 |   0.152 |  -0.191 |
|      -0.174 |      -0.022 |  -0.340 |   0.152 |  -0.188 |
|      -0.180 |      -0.020 |  -0.337 |   0.151 |  -0.186 |
|      -0.173 |      -0.017 |  -0.334 |   0.151 |  -0.183 |
|      -0.165 |      -0.015 |  -0.330 |   0.150 |  -0.180 |
|      -0.163 |      -0.012 |  -0.327 |   0.150 |  -0.177 |
|      -0.157 |      -0.010 |  -0.324 |   0.149 |  -0.175 |
|      -0.167 |      -0.007 |  -0.320 |   0.149 |  -0.172 |
|      -0.168 |      -0.005 |  -0.317 |   0.148 |  -0.169 |
|      -0.178 |      -0.002 |  -0.315 |   0.148 |  -0.167 |
|      -0.171 |       0.001 |  -0.312 |   0.148 |  -0.163 |
|      -0.151 |       0.005 |  -0.309 |   0.149 |  -0.160 |
|      -0.140 |       0.008 |  -0.305 |   0.149 |  -0.156 |
|      -0.127 |       0.012 |  -0.302 |   0.150 |  -0.152 |
|      -0.126 |       0.015 |  -0.298 |   0.150 |  -0.148 |
|      -0.114 |       0.018 |  -0.294 |   0.150 |  -0.144 |
|      -0.108 |       0.021 |  -0.291 |   0.150 |  -0.141 |
|      -0.104 |       0.023 |  -0.287 |   0.149 |  -0.138 |
|      -0.101 |       0.026 |  -0.283 |   0.149 |  -0.135 |
|      -0.113 |       0.028 |  -0.280 |   0.148 |  -0.132 |
|      -0.111 |       0.030 |  -0.276 |   0.147 |  -0.130 |
|      -0.105 |       0.032 |  -0.273 |   0.146 |  -0.127 |
|      -0.109 |       0.033 |  -0.270 |   0.145 |  -0.125 |
|      -0.117 |       0.035 |  -0.267 |   0.144 |  -0.123 |
|      -0.113 |       0.037 |  -0.264 |   0.143 |  -0.121 |
|      -0.116 |       0.039 |  -0.261 |   0.142 |  -0.119 |
|      -0.109 |       0.042 |  -0.258 |   0.141 |  -0.116 |
|      -0.113 |       0.044 |  -0.255 |   0.141 |  -0.114 |
|      -0.104 |       0.046 |  -0.252 |   0.140 |  -0.111 |
|      -0.097 |       0.048 |  -0.249 |   0.140 |  -0.109 |
|      -0.075 |       0.050 |  -0.245 |   0.139 |  -0.107 |
|      -0.122 |       0.052 |  -0.243 |   0.138 |  -0.105 |
|      -0.177 |       0.055 |  -0.241 |   0.138 |  -0.104 |
|      -0.151 |       0.059 |  -0.240 |   0.139 |  -0.100 |
|      -0.089 |       0.063 |  -0.237 |   0.141 |  -0.096 |
|      -0.072 |       0.068 |  -0.233 |   0.142 |  -0.091 |
|      -0.052 |       0.072 |  -0.230 |   0.144 |  -0.086 |
|      -0.037 |       0.076 |  -0.226 |   0.144 |  -0.081 |
|      -0.015 |       0.079 |  -0.222 |   0.145 |  -0.077 |
|      -0.015 |       0.082 |  -0.217 |   0.145 |  -0.073 |
|      -0.009 |       0.084 |  -0.213 |   0.144 |  -0.069 |
|      -0.012 |       0.086 |  -0.209 |   0.143 |  -0.066 |
|      -0.017 |       0.087 |  -0.205 |   0.142 |  -0.064 |
|      -0.023 |       0.088 |  -0.202 |   0.140 |  -0.062 |
|      -0.028 |       0.089 |  -0.198 |   0.138 |  -0.060 |
|      -0.033 |       0.090 |  -0.195 |   0.136 |  -0.059 |
|      -0.035 |       0.090 |  -0.192 |   0.134 |  -0.058 |
|      -0.041 |       0.090 |  -0.189 |   0.131 |  -0.058 |
|      -0.062 |       0.091 |  -0.186 |   0.129 |  -0.057 |
|      -0.065 |       0.091 |  -0.184 |   0.127 |  -0.057 |
|      -0.055 |       0.092 |  -0.181 |   0.125 |  -0.056 |
|      -0.048 |       0.093 |  -0.179 |   0.123 |  -0.055 |
|      -0.053 |       0.093 |  -0.176 |   0.121 |  -0.055 |
|      -0.056 |       0.094 |  -0.174 |   0.120 |  -0.054 |
|      -0.059 |       0.095 |  -0.171 |   0.118 |  -0.053 |
|      -0.056 |       0.096 |  -0.169 |   0.117 |  -0.053 |
|      -0.035 |       0.097 |  -0.166 |   0.115 |  -0.051 |
|      -0.027 |       0.097 |  -0.164 |   0.114 |  -0.050 |
|      -0.032 |       0.098 |  -0.161 |   0.112 |  -0.049 |
|      -0.038 |       0.098 |  -0.159 |   0.110 |  -0.048 |
|      -0.037 |       0.099 |  -0.156 |   0.109 |  -0.047 |
|      -0.045 |       0.100 |  -0.154 |   0.107 |  -0.047 |
|      -0.056 |       0.101 |  -0.152 |   0.106 |  -0.046 |
|      -0.059 |       0.102 |  -0.150 |   0.105 |  -0.045 |
|      -0.050 |       0.103 |  -0.148 |   0.104 |  -0.044 |
|      -0.036 |       0.104 |  -0.146 |   0.103 |  -0.043 |
|      -0.022 |       0.105 |  -0.143 |   0.102 |  -0.041 |
|      -0.015 |       0.106 |  -0.141 |   0.101 |  -0.040 |
|      -0.025 |       0.107 |  -0.138 |   0.100 |  -0.039 |
|      -0.037 |       0.108 |  -0.136 |   0.099 |  -0.038 |
|      -0.037 |       0.109 |  -0.134 |   0.098 |  -0.037 |
|      -0.033 |       0.110 |  -0.132 |   0.097 |  -0.036 |
|      -0.021 |       0.111 |  -0.130 |   0.096 |  -0.035 |
|      -0.009 |       0.111 |  -0.128 |   0.095 |  -0.033 |
|       0.004 |       0.112 |  -0.125 |   0.093 |  -0.032 |
|       0.004 |       0.113 |  -0.123 |   0.092 |  -0.031 |
|      -0.015 |       0.113 |  -0.120 |   0.090 |  -0.030 |
|      -0.031 |       0.113 |  -0.119 |   0.089 |  -0.030 |
|      -0.041 |       0.115 |  -0.117 |   0.089 |  -0.028 |
|      -0.008 |       0.117 |  -0.115 |   0.089 |  -0.025 |
|       0.027 |       0.118 |  -0.112 |   0.088 |  -0.024 |
|       0.001 |       0.117 |  -0.110 |   0.085 |  -0.024 |
|      -0.052 |       0.116 |  -0.109 |   0.083 |  -0.026 |
|      -0.059 |       0.116 |  -0.108 |   0.081 |  -0.027 |
|      -0.058 |       0.116 |  -0.107 |   0.080 |  -0.027 |
|      -0.046 |       0.117 |  -0.105 |   0.079 |  -0.027 |
|      -0.042 |       0.117 |  -0.104 |   0.078 |  -0.027 |
|      -0.040 |       0.118 |  -0.103 |   0.077 |  -0.026 |
|      -0.041 |       0.119 |  -0.102 |   0.076 |  -0.026 |
|      -0.034 |       0.120 |  -0.100 |   0.076 |  -0.024 |
|      -0.034 |       0.122 |  -0.099 |   0.076 |  -0.023 |
|      -0.022 |       0.123 |  -0.097 |   0.076 |  -0.022 |
|      -0.013 |       0.124 |  -0.096 |   0.076 |  -0.020 |
|      -0.011 |       0.126 |  -0.094 |   0.076 |  -0.018 |
|      -0.003 |       0.127 |  -0.092 |   0.075 |  -0.017 |
|       0.017 |       0.128 |  -0.090 |   0.075 |  -0.015 |
|       0.026 |       0.129 |  -0.088 |   0.075 |  -0.013 |
|       0.017 |       0.130 |  -0.086 |   0.074 |  -0.012 |
|       0.002 |       0.130 |  -0.084 |   0.072 |  -0.012 |
|       0.002 |       0.130 |  -0.082 |   0.071 |  -0.011 |
|       0.001 |       0.130 |  -0.080 |   0.070 |  -0.011 |
|      -0.006 |       0.130 |  -0.079 |   0.068 |  -0.011 |
|       0.000 |       0.130 |  -0.077 |   0.067 |  -0.011 |
|      -0.009 |       0.130 |  -0.076 |   0.065 |  -0.011 |
|      -0.008 |       0.130 |  -0.075 |   0.064 |  -0.011 |
|      -0.017 |       0.129 |  -0.074 |   0.062 |  -0.011 |
|      -0.020 |       0.129 |  -0.072 |   0.061 |  -0.012 |
|      -0.019 |       0.129 |  -0.071 |   0.059 |  -0.012 |
|      -0.017 |       0.129 |  -0.070 |   0.058 |  -0.013 |
|      -0.012 |       0.129 |  -0.069 |   0.057 |  -0.013 |
|      -0.014 |       0.129 |  -0.068 |   0.055 |  -0.013 |
|      -0.016 |       0.129 |  -0.067 |   0.054 |  -0.013 |
|      -0.017 |       0.129 |  -0.066 |   0.053 |  -0.013 |
|      -0.014 |       0.129 |  -0.065 |   0.053 |  -0.012 |
|      -0.007 |       0.129 |  -0.064 |   0.052 |  -0.012 |
|      -0.008 |       0.129 |  -0.063 |   0.050 |  -0.012 |
|      -0.005 |       0.129 |  -0.061 |   0.049 |  -0.012 |
|      -0.001 |       0.129 |  -0.060 |   0.048 |  -0.012 |
|      -0.006 |       0.129 |  -0.059 |   0.047 |  -0.012 |
|      -0.007 |       0.128 |  -0.058 |   0.046 |  -0.012 |
|      -0.011 |       0.128 |  -0.057 |   0.045 |  -0.012 |
|      -0.010 |       0.128 |  -0.056 |   0.044 |  -0.013 |
|      -0.005 |       0.128 |  -0.055 |   0.042 |  -0.013 |
|      -0.010 |       0.127 |  -0.054 |   0.041 |  -0.013 |
|      -0.022 |       0.127 |  -0.054 |   0.040 |  -0.014 |
|      -0.023 |       0.126 |  -0.053 |   0.038 |  -0.015 |
|      -0.014 |       0.126 |  -0.052 |   0.037 |  -0.015 |
|      -0.013 |       0.125 |  -0.052 |   0.036 |  -0.015 |
|      -0.021 |       0.125 |  -0.051 |   0.035 |  -0.016 |
|      -0.028 |       0.124 |  -0.050 |   0.034 |  -0.017 |
|      -0.040 |       0.124 |  -0.050 |   0.033 |  -0.018 |
|      -0.041 |       0.124 |  -0.050 |   0.032 |  -0.018 |
|      -0.040 |       0.124 |  -0.050 |   0.031 |  -0.018 |
|      -0.033 |       0.124 |  -0.050 |   0.031 |  -0.018 |
|      -0.020 |       0.125 |  -0.049 |   0.031 |  -0.018 |
|      -0.008 |       0.125 |  -0.048 |   0.031 |  -0.017 |
|      -0.009 |       0.125 |  -0.047 |   0.030 |  -0.017 |
|      -0.009 |       0.125 |  -0.047 |   0.029 |  -0.017 |
|      -0.023 |       0.125 |  -0.046 |   0.029 |  -0.017 |
|      -0.028 |       0.125 |  -0.046 |   0.029 |  -0.017 |
|      -0.029 |       0.126 |  -0.045 |   0.028 |  -0.017 |
|      -0.026 |       0.126 |  -0.045 |   0.028 |  -0.017 |
|      -0.021 |       0.126 |  -0.045 |   0.028 |  -0.017 |
|      -0.011 |       0.127 |  -0.044 |   0.028 |  -0.016 |
|      -0.010 |       0.127 |  -0.043 |   0.027 |  -0.016 |
|      -0.008 |       0.127 |  -0.042 |   0.027 |  -0.016 |
|      -0.016 |       0.127 |  -0.042 |   0.026 |  -0.016 |
|      -0.020 |       0.127 |  -0.042 |   0.025 |  -0.016 |
|      -0.028 |       0.127 |  -0.041 |   0.025 |  -0.016 |
|      -0.034 |       0.127 |  -0.041 |   0.024 |  -0.017 |
|      -0.029 |       0.127 |  -0.041 |   0.024 |  -0.017 |
|      -0.023 |       0.127 |  -0.041 |   0.024 |  -0.017 |
|      -0.021 |       0.127 |  -0.040 |   0.024 |  -0.016 |
|      -0.018 |       0.128 |  -0.040 |   0.024 |  -0.016 |
|      -0.005 |       0.128 |  -0.039 |   0.023 |  -0.016 |
|      -0.003 |       0.128 |  -0.038 |   0.023 |  -0.015 |
|      -0.005 |       0.128 |  -0.038 |   0.023 |  -0.015 |
|      -0.018 |       0.128 |  -0.037 |   0.022 |  -0.015 |
|      -0.021 |       0.128 |  -0.037 |   0.021 |  -0.016 |
|      -0.029 |       0.127 |  -0.037 |   0.021 |  -0.016 |
|      -0.034 |       0.127 |  -0.037 |   0.020 |  -0.017 |
|      -0.031 |       0.127 |  -0.037 |   0.020 |  -0.017 |
|      -0.025 |       0.128 |  -0.036 |   0.020 |  -0.017 |
|      -0.021 |       0.128 |  -0.036 |   0.019 |  -0.017 |
|      -0.020 |       0.128 |  -0.036 |   0.019 |  -0.017 |
|      -0.015 |       0.128 |  -0.035 |   0.019 |  -0.016 |
|      -0.019 |       0.128 |  -0.035 |   0.019 |  -0.016 |
|      -0.014 |       0.128 |  -0.035 |   0.018 |  -0.016 |
|      -0.015 |       0.128 |  -0.034 |   0.018 |  -0.016 |
|      -0.011 |       0.128 |  -0.034 |   0.018 |  -0.016 |
|      -0.016 |       0.128 |  -0.033 |   0.017 |  -0.016 |
|      -0.024 |       0.128 |  -0.033 |   0.017 |  -0.017 |
|      -0.029 |       0.128 |  -0.033 |   0.016 |  -0.017 |
|      -0.033 |       0.128 |  -0.033 |   0.016 |  -0.017 |
|      -0.025 |       0.128 |  -0.033 |   0.016 |  -0.017 |
|      -0.022 |       0.128 |  -0.033 |   0.016 |  -0.017 |
|      -0.020 |       0.128 |  -0.032 |   0.015 |  -0.017 |
|      -0.013 |       0.129 |  -0.032 |   0.015 |  -0.017 |
|      -0.022 |       0.128 |  -0.032 |   0.015 |  -0.017 |
|      -0.025 |       0.128 |  -0.032 |   0.015 |  -0.017 |
|      -0.026 |       0.129 |  -0.032 |   0.014 |  -0.017 |
|      -0.023 |       0.129 |  -0.031 |   0.014 |  -0.017 |
|      -0.018 |       0.129 |  -0.031 |   0.014 |  -0.017 |
|      -0.023 |       0.129 |  -0.031 |   0.014 |  -0.017 |
|      -0.022 |       0.129 |  -0.031 |   0.013 |  -0.017 |
|      -0.024 |       0.129 |  -0.031 |   0.013 |  -0.017 |
|      -0.023 |       0.129 |  -0.030 |   0.013 |  -0.018 |
|      -0.020 |       0.129 |  -0.030 |   0.013 |  -0.018 |
|      -0.022 |       0.129 |  -0.030 |   0.012 |  -0.018 |
|      -0.020 |       0.129 |  -0.030 |   0.012 |  -0.018 |
|      -0.026 |       0.129 |  -0.030 |   0.012 |  -0.018 |
|      -0.019 |       0.129 |  -0.030 |   0.012 |  -0.018 |
|      -0.018 |       0.129 |  -0.029 |   0.011 |  -0.018 |
|      -0.016 |       0.128 |  -0.029 |   0.011 |  -0.018 |
|      -0.021 |       0.128 |  -0.029 |   0.010 |  -0.019 |
|      -0.024 |       0.128 |  -0.029 |   0.010 |  -0.019 |
|      -0.029 |       0.128 |  -0.029 |   0.010 |  -0.019 |
|      -0.026 |       0.128 |  -0.029 |   0.009 |  -0.019 |
|      -0.033 |       0.128 |  -0.029 |   0.009 |  -0.020 |
|      -0.031 |       0.128 |  -0.029 |   0.009 |  -0.020 |
|      -0.029 |       0.128 |  -0.029 |   0.009 |  -0.020 |
|      -0.033 |       0.128 |  -0.029 |   0.009 |  -0.020 |
|      -0.027 |       0.128 |  -0.029 |   0.009 |  -0.020 |
|      -0.017 |       0.129 |  -0.029 |   0.009 |  -0.019 |
|      -0.020 |       0.129 |  -0.029 |   0.009 |  -0.019 |
|      -0.023 |       0.129 |  -0.028 |   0.009 |  -0.019 |
|      -0.024 |       0.129 |  -0.028 |   0.009 |  -0.019 |
|      -0.036 |       0.129 |  -0.028 |   0.009 |  -0.019 |
|      -0.032 |       0.130 |  -0.029 |   0.009 |  -0.019 |
|      -0.027 |       0.130 |  -0.028 |   0.009 |  -0.019 |
|      -0.024 |       0.130 |  -0.028 |   0.010 |  -0.019 |
|      -0.014 |       0.131 |  -0.028 |   0.010 |  -0.018 |
|      -0.013 |       0.131 |  -0.028 |   0.010 |  -0.018 |
|      -0.020 |       0.131 |  -0.028 |   0.010 |  -0.018 |
|      -0.024 |       0.132 |  -0.028 |   0.010 |  -0.018 |
|      -0.027 |       0.132 |  -0.028 |   0.010 |  -0.017 |
|      -0.024 |       0.132 |  -0.028 |   0.010 |  -0.017 |
|      -0.021 |       0.132 |  -0.027 |   0.010 |  -0.017 |
|      -0.015 |       0.132 |  -0.027 |   0.010 |  -0.017 |
|      -0.014 |       0.132 |  -0.027 |   0.010 |  -0.017 |
|      -0.009 |       0.132 |  -0.027 |   0.010 |  -0.017 |
|      -0.010 |       0.132 |  -0.026 |   0.009 |  -0.017 |
|      -0.027 |       0.132 |  -0.026 |   0.009 |  -0.017 |
|      -0.037 |       0.132 |  -0.026 |   0.008 |  -0.018 |
|      -0.030 |       0.132 |  -0.026 |   0.008 |  -0.018 |
|      -0.028 |       0.132 |  -0.027 |   0.008 |  -0.018 |
|      -0.027 |       0.132 |  -0.027 |   0.008 |  -0.018 |
|      -0.015 |       0.132 |  -0.026 |   0.008 |  -0.018 |
|      -0.018 |       0.132 |  -0.026 |   0.008 |  -0.018 |
|      -0.022 |       0.132 |  -0.026 |   0.008 |  -0.018 |
|      -0.018 |       0.132 |  -0.026 |   0.008 |  -0.018 |
|      -0.019 |       0.132 |  -0.026 |   0.007 |  -0.019 |
|      -0.035 |       0.132 |  -0.026 |   0.007 |  -0.019 |
|      -0.030 |       0.132 |  -0.026 |   0.007 |  -0.019 |
|      -0.027 |       0.132 |  -0.026 |   0.007 |  -0.020 |
|      -0.027 |       0.131 |  -0.026 |   0.006 |  -0.020 |
|      -0.025 |       0.132 |  -0.026 |   0.006 |  -0.020 |
|      -0.023 |       0.132 |  -0.026 |   0.006 |  -0.020 |
|      -0.019 |       0.132 |  -0.026 |   0.006 |  -0.020 |
|      -0.028 |       0.131 |  -0.026 |   0.006 |  -0.020 |
|      -0.027 |       0.131 |  -0.026 |   0.006 |  -0.020 |
|      -0.024 |       0.131 |  -0.026 |   0.006 |  -0.020 |
|      -0.022 |       0.131 |  -0.026 |   0.005 |  -0.020 |
|      -0.019 |       0.131 |  -0.026 |   0.005 |  -0.020 |
|      -0.028 |       0.131 |  -0.026 |   0.005 |  -0.021 |
|      -0.034 |       0.131 |  -0.026 |   0.005 |  -0.021 |
|      -0.035 |       0.131 |  -0.026 |   0.004 |  -0.022 |
|      -0.042 |       0.131 |  -0.026 |   0.005 |  -0.022 |
|      -0.038 |       0.131 |  -0.027 |   0.005 |  -0.022 |
|      -0.035 |       0.131 |  -0.027 |   0.005 |  -0.022 |
|      -0.026 |       0.132 |  -0.027 |   0.005 |  -0.022 |
|      -0.022 |       0.132 |  -0.027 |   0.005 |  -0.022 |
|      -0.016 |       0.132 |  -0.026 |   0.005 |  -0.021 |
|      -0.013 |       0.132 |  -0.026 |   0.005 |  -0.021 |
|      -0.018 |       0.132 |  -0.026 |   0.005 |  -0.021 |
|      -0.019 |       0.132 |  -0.026 |   0.005 |  -0.021 |
|      -0.025 |       0.132 |  -0.026 |   0.005 |  -0.021 |
|      -0.028 |       0.132 |  -0.026 |   0.005 |  -0.021 |
|      -0.036 |       0.132 |  -0.026 |   0.005 |  -0.021 |
|      -0.036 |       0.132 |  -0.026 |   0.005 |  -0.022 |
|      -0.040 |       0.132 |  -0.027 |   0.005 |  -0.022 |
|      -0.044 |       0.133 |  -0.027 |   0.005 |  -0.022 |
|      -0.031 |       0.133 |  -0.027 |   0.005 |  -0.022 |
|      -0.030 |       0.133 |  -0.027 |   0.005 |  -0.022 |
|      -0.027 |       0.134 |  -0.027 |   0.005 |  -0.022 |
|      -0.020 |       0.134 |  -0.027 |   0.006 |  -0.021 |
|      -0.025 |       0.134 |  -0.027 |   0.006 |  -0.021 |
|      -0.028 |       0.134 |  -0.027 |   0.006 |  -0.021 |
|      -0.022 |       0.135 |  -0.027 |   0.006 |  -0.021 |
|      -0.020 |       0.135 |  -0.027 |   0.006 |  -0.021 |
|      -0.020 |       0.135 |  -0.027 |   0.006 |  -0.021 |
|      -0.029 |       0.135 |  -0.027 |   0.006 |  -0.021 |
|      -0.032 |       0.135 |  -0.027 |   0.006 |  -0.021 |
|      -0.043 |       0.135 |  -0.027 |   0.006 |  -0.022 |
|      -0.042 |       0.135 |  -0.027 |   0.006 |  -0.022 |
|      -0.031 |       0.135 |  -0.027 |   0.006 |  -0.021 |
|      -0.030 |       0.136 |  -0.027 |   0.006 |  -0.021 |
|      -0.015 |       0.136 |  -0.027 |   0.007 |  -0.021 |
|      -0.019 |       0.136 |  -0.027 |   0.007 |  -0.021 |
|      -0.018 |       0.137 |  -0.027 |   0.007 |  -0.020 |
|      -0.027 |       0.137 |  -0.027 |   0.007 |  -0.020 |
|      -0.024 |       0.137 |  -0.027 |   0.006 |  -0.020 |
|      -0.032 |       0.137 |  -0.027 |   0.006 |  -0.021 |
|      -0.030 |       0.137 |  -0.027 |   0.006 |  -0.021 |
|      -0.029 |       0.137 |  -0.027 |   0.006 |  -0.021 |
|      -0.032 |       0.137 |  -0.027 |   0.006 |  -0.021 |
|      -0.033 |       0.137 |  -0.027 |   0.007 |  -0.021 |
|      -0.028 |       0.138 |  -0.027 |   0.007 |  -0.021 |
|      -0.029 |       0.138 |  -0.027 |   0.007 |  -0.021 |
|      -0.027 |       0.138 |  -0.027 |   0.007 |  -0.020 |
|      -0.024 |       0.138 |  -0.027 |   0.007 |  -0.021 |
|      -0.027 |       0.138 |  -0.027 |   0.007 |  -0.020 |
|      -0.029 |       0.139 |  -0.027 |   0.007 |  -0.020 |
|      -0.021 |       0.139 |  -0.027 |   0.007 |  -0.020 |
|      -0.015 |       0.139 |  -0.027 |   0.007 |  -0.020 |
|      -0.018 |       0.139 |  -0.027 |   0.007 |  -0.020 |
|      -0.024 |       0.139 |  -0.027 |   0.007 |  -0.020 |
|      -0.026 |       0.139 |  -0.027 |   0.007 |  -0.020 |
|      -0.030 |       0.139 |  -0.027 |   0.006 |  -0.020 |
|      -0.030 |       0.139 |  -0.027 |   0.006 |  -0.020 |
|      -0.039 |       0.139 |  -0.027 |   0.006 |  -0.021 |
|      -0.042 |       0.139 |  -0.027 |   0.006 |  -0.021 |
|      -0.031 |       0.139 |  -0.027 |   0.006 |  -0.021 |
|      -0.024 |       0.140 |  -0.027 |   0.007 |  -0.021 |
|      -0.020 |       0.140 |  -0.027 |   0.007 |  -0.021 |
|      -0.020 |       0.140 |  -0.027 |   0.007 |  -0.020 |
|      -0.023 |       0.140 |  -0.027 |   0.007 |  -0.020 |
|      -0.031 |       0.140 |  -0.027 |   0.006 |  -0.021 |
|      -0.027 |       0.140 |  -0.027 |   0.006 |  -0.021 |
|      -0.030 |       0.140 |  -0.027 |   0.006 |  -0.021 |
|      -0.026 |       0.140 |  -0.027 |   0.006 |  -0.021 |
|      -0.028 |       0.140 |  -0.027 |   0.006 |  -0.021 |
|      -0.028 |       0.141 |  -0.027 |   0.006 |  -0.021 |
|      -0.022 |       0.141 |  -0.027 |   0.006 |  -0.021 |
|      -0.022 |       0.141 |  -0.027 |   0.006 |  -0.021 |
|      -0.024 |       0.141 |  -0.027 |   0.006 |  -0.021 |
|      -0.023 |       0.141 |  -0.027 |   0.006 |  -0.021 |
|      -0.017 |       0.141 |  -0.027 |   0.006 |  -0.020 |
|      -0.027 |       0.141 |  -0.027 |   0.006 |  -0.021 |
|      -0.029 |       0.141 |  -0.027 |   0.006 |  -0.021 |
|      -0.033 |       0.141 |  -0.027 |   0.006 |  -0.021 |
|      -0.041 |       0.141 |  -0.027 |   0.006 |  -0.021 |
|      -0.035 |       0.141 |  -0.027 |   0.006 |  -0.021 |
|      -0.030 |       0.141 |  -0.027 |   0.006 |  -0.021 |
|      -0.025 |       0.142 |  -0.027 |   0.006 |  -0.021 |
|      -0.020 |       0.142 |  -0.027 |   0.006 |  -0.021 |
|      -0.016 |       0.142 |  -0.027 |   0.006 |  -0.021 |
|      -0.024 |       0.142 |  -0.027 |   0.006 |  -0.021 |
|      -0.033 |       0.142 |  -0.027 |   0.006 |  -0.021 |
|      -0.036 |       0.142 |  -0.027 |   0.006 |  -0.022 |
|      -0.037 |       0.142 |  -0.027 |   0.006 |  -0.022 |
|      -0.038 |       0.142 |  -0.027 |   0.006 |  -0.022 |
|      -0.030 |       0.142 |  -0.028 |   0.006 |  -0.022 |
|      -0.030 |       0.143 |  -0.028 |   0.006 |  -0.022 |
|      -0.035 |       0.143 |  -0.028 |   0.006 |  -0.022 |
|      -0.033 |       0.143 |  -0.028 |   0.006 |  -0.022 |
|      -0.025 |       0.144 |  -0.028 |   0.006 |  -0.021 |
|      -0.024 |       0.144 |  -0.028 |   0.007 |  -0.021 |
|      -0.025 |       0.144 |  -0.028 |   0.007 |  -0.021 |
|      -0.023 |       0.144 |  -0.028 |   0.007 |  -0.021 |
|      -0.018 |       0.144 |  -0.027 |   0.007 |  -0.021 |
|      -0.029 |       0.144 |  -0.027 |   0.007 |  -0.021 |
|      -0.034 |       0.144 |  -0.028 |   0.006 |  -0.021 |
|      -0.033 |       0.144 |  -0.028 |   0.006 |  -0.021 |
|      -0.028 |       0.144 |  -0.028 |   0.006 |  -0.021 |
|      -0.026 |       0.144 |  -0.028 |   0.006 |  -0.021 |
|      -0.021 |       0.145 |  -0.028 |   0.006 |  -0.021 |
|      -0.029 |       0.145 |  -0.028 |   0.006 |  -0.021 |
|      -0.031 |       0.145 |  -0.028 |   0.006 |  -0.022 |
|      -0.027 |       0.145 |  -0.028 |   0.006 |  -0.021 |
|      -0.027 |       0.145 |  -0.028 |   0.006 |  -0.022 |
|      -0.030 |       0.145 |  -0.028 |   0.006 |  -0.022 |
|      -0.026 |       0.145 |  -0.028 |   0.006 |  -0.022 |
|      -0.025 |       0.145 |  -0.028 |   0.006 |  -0.021 |
|      -0.026 |       0.146 |  -0.028 |   0.006 |  -0.021 |
|      -0.024 |       0.146 |  -0.027 |   0.006 |  -0.021 |
|      -0.022 |       0.146 |  -0.027 |   0.006 |  -0.021 |
|      -0.022 |       0.146 |  -0.027 |   0.006 |  -0.021 |
|      -0.027 |       0.146 |  -0.027 |   0.006 |  -0.021 |
|      -0.026 |       0.146 |  -0.027 |   0.006 |  -0.021 |
|      -0.026 |       0.146 |  -0.027 |   0.006 |  -0.021 |
|      -0.032 |       0.146 |  -0.027 |   0.006 |  -0.021 |
|      -0.031 |       0.147 |  -0.027 |   0.006 |  -0.021 |
|      -0.024 |       0.147 |  -0.027 |   0.006 |  -0.021 |
|      -0.022 |       0.147 |  -0.027 |   0.006 |  -0.021 |
|      -0.027 |       0.147 |  -0.027 |   0.006 |  -0.021 |
|      -0.023 |       0.147 |  -0.027 |   0.006 |  -0.021 |
|      -0.026 |       0.147 |  -0.027 |   0.006 |  -0.021 |
|      -0.025 |       0.147 |  -0.027 |   0.006 |  -0.021 |
|      -0.019 |       0.147 |  -0.027 |   0.006 |  -0.021 |
|      -0.020 |       0.147 |  -0.027 |   0.006 |  -0.021 |
|      -0.017 |       0.147 |  -0.027 |   0.006 |  -0.021 |
|      -0.026 |       0.147 |  -0.027 |   0.005 |  -0.021 |
|      -0.025 |       0.147 |  -0.027 |   0.005 |  -0.021 |
|      -0.031 |       0.147 |  -0.027 |   0.005 |  -0.022 |
|      -0.034 |       0.147 |  -0.027 |   0.005 |  -0.022 |
|      -0.038 |       0.147 |  -0.027 |   0.005 |  -0.022 |
|      -0.032 |       0.147 |  -0.027 |   0.005 |  -0.022 |
|      -0.031 |       0.147 |  -0.027 |   0.005 |  -0.022 |
|      -0.026 |       0.147 |  -0.027 |   0.005 |  -0.022 |
|      -0.023 |       0.147 |  -0.027 |   0.005 |  -0.022 |
|      -0.026 |       0.148 |  -0.027 |   0.005 |  -0.022 |
|      -0.025 |       0.148 |  -0.027 |   0.005 |  -0.022 |
|      -0.031 |       0.148 |  -0.027 |   0.005 |  -0.022 |
|      -0.033 |       0.148 |  -0.027 |   0.005 |  -0.022 |
|      -0.033 |       0.148 |  -0.027 |   0.005 |  -0.022 |
|      -0.026 |       0.148 |  -0.027 |   0.005 |  -0.022 |
|      -0.021 |       0.148 |  -0.027 |   0.005 |  -0.022 |
|      -0.027 |       0.149 |  -0.027 |   0.005 |  -0.022 |
|      -0.027 |       0.149 |  -0.027 |   0.006 |  -0.021 |
